decision,application_year,processing_time_days_clean,submission_month,submission_dayofweek,submission_quarter,decision_binary,applicant_country_Bangladesh,applicant_country_Brazil,applicant_country_Canada,applicant_country_China,applicant_country_France,applicant_country_Germany,applicant_country_India,applicant_country_Kenya,applicant_country_Nepal,applicant_country_Nigeria,applicant_country_Pakistan,applicant_country_Philippines,applicant_country_Saudi Arabia,applicant_country_South Africa,applicant_country_Sri Lanka,applicant_country_Turkey,applicant_country_UAE,applicant_country_United Kingdom,applicant_country_United States,visa_type_Employment,visa_type_Permanent Residency,visa_type_Skilled Migration,visa_type_Student,visa_type_Tourist,visa_type_Visit,visa_type_Work,processing_center_Berlin,processing_center_Delhi,processing_center_London,processing_center_New York,processing_center_Ottawa,processing_center_Singapore,processing_center_Sydney,season_Spring,season_Summer,season_Winter,country_avg_processing_time,visa_avg_processing_time,is_peak_season
Approved,2023,36.0,6,6,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,72.05,64.710407239819,1
Approved,2022,160.0,3,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,92.36850000000001,189.96885496183208,0
Approved,2023,38.0,5,3,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,74.15217391304348,64.710407239819,0
Approved,2024,55.0,5,3,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,91.04530612244899,78.86776859504133,0
Approved,2023,13.0,1,6,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,91.04530612244899,21.166666666666668,0
Approved,2021,61.0,3,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,91.66666666666667,78.86776859504133,0
Approved,2023,16.0,12,6,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,91.04530612244899,25.968503937007874,0
Rejected,2024,138.0,9,6,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,74.15217391304348,125.86888888888889,0
Approved,2024,224.0,8,4,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,91.66666666666667,189.96885496183208,1
Approved,2022,44.0,6,4,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,72.05,66.85123966942149,1
Approved,2022,23.0,2,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,102.81200000000001,64.710407239819,0
Rejected,2023,27.0,8,0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,89.8695652173913,25.968503937007874,1
Approved,2021,151.0,10,4,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,84.68085106382979,125.86888888888889,0
Approved,2022,20.0,3,2,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,83.01923076923077,21.166666666666668,0
Rejected,2022,88.0,4,0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,72.05,64.710407239819,0
Approved,2023,66.0,11,2,4,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,102.81200000000001,66.85123966942149,0
Approved,2021,62.0,7,5,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,89.8695652173913,66.85123966942149,1
Approved,2023,105.0,2,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,78.82851851851852,125.86888888888889,0
Approved,2022,83.0,7,0,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,91.66666666666667,125.86888888888889,1
Approved,2022,38.0,3,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,72.05,64.710407239819,0
Approved,2024,172.0,3,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,84.24444444444444,189.96885496183208,0
Approved,2021,46.0,3,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,83.47058823529412,78.86776859504133,0
Rejected,2022,24.0,6,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,84.68085106382979,21.166666666666668,1
Approved,2021,117.0,12,3,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,89.8695652173913,64.710407239819,0
Approved,2023,46.0,1,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,78.82851851851852,66.85123966942149,0
Approved,2022,48.0,3,2,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,102.81200000000001,66.85123966942149,0
Approved,2024,191.0,5,5,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,84.24444444444444,66.85123966942149,0
Approved,2022,86.0,6,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,78.82851851851852,125.86888888888889,1
Approved,2022,13.0,2,6,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,83.94642857142857,21.166666666666668,0
Approved,2023,69.0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,89.8695652173913,66.85123966942149,0
Approved,2021,108.0,3,5,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,70.17073170731707,78.86776859504133,0
Approved,2022,80.0,12,2,4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,75.93181818181819,64.710407239819,0
Rejected,2024,177.0,8,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,83.74,189.96885496183208,1
Approved,2023,97.0,6,2,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,91.04530612244899,78.86776859504133,1
Approved,2023,129.0,6,0,2,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,102.81200000000001,125.86888888888889,1
Approved,2021,118.0,3,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,78.82851851851852,64.710407239819,0
Approved,2023,191.0,4,6,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,91.66666666666667,189.96885496183208,0
Approved,2022,135.0,8,0,3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,75.93181818181819,64.710407239819,1
